NUM_VIAJE,CIUDAD_ORIGEN,CIUDAD_DESTINO,NUM_SILLA,HORA_SALIDA
1027,Barranquilla,Cali,8,0805
1028,Cali,Medellin,9,0620
1029,Medellin,Cali,10,1804
1030,Barranquilla,Bogotá,11,2241
1031,Medellin,Bogotá,12,0951
1032,Medellin,Cartagena,13,2057
1033,Cali,Bogotá,14,0847
1034,Medellin,Cartagena,15,0901
1035,Medellin,Medellin,16,0319
1036,Medellin,Bogotá,17,0342
1037,Bogotá,Cartagena,18,2134
1038,Cartagena,Barranquilla,19,0529
1039,Medellin,Bogotá,20,1304
1040,Cartagena,Cali,1,2039
1041,Medellin,Medellin,2,1137
1042,Barranquilla,Medellin,3,1621
1043,Medellin,Barranquilla,4,1757
1044,Cali,Barranquilla,5,1739
1045,Cartagena,Cali,6,1359
1046,Cartagena,Bogotá,7,1808
1047,Medellin,Barranquilla,8,0240
1048,Barranquilla,Bogotá,9,1918
1049,Cali,Barranquilla,10,1559
1050,Cali,Medellin,11,0632
1051,Cali,Medellin,12,0343
1052,Medellin,Bogotá,13,1518
1053,Cartagena,Barranquilla,14,0021
1054,Cartagena,Medellin,15,1855
1055,Cali,Cartagena,16,2128
1056,Barranquilla,Bogotá,17,1549
1057,Cartagena,Medellin,18,1516
1058,Barranquilla,Medellin,19,0058
1059,Cali,Bogotá,20,1155
1060,Barranquilla,Barranquilla,1,0334
1061,Bogotá,Bogotá,2,2002
1062,Bogotá,Cali,3,0727
1063,Bogotá,Barranquilla,4,0309
1064,Bogotá,Barranquilla,5,2327
1065,Cartagena,Bogotá,6,1108
1066,Bogotá,Bogotá,7,1159
1067,Barranquilla,Cartagena,8,0219
1068,Cali,Cartagena,9,0822
1069,Cali,Bogotá,10,1214
1070,Medellin,Medellin,11,0407
1071,Barranquilla,Medellin,12,1234
1072,Medellin,Cali,13,1714
1073,Medellin,Cartagena,14,0327
1074,Cartagena,Bogotá,15,2003
1075,Cali,Cartagena,16,1308
1076,Barranquilla,Medellin,17,2246
1077,Bogotá,Medellin,18,1111
1078,Bogotá,Barranquilla,19,0203
1079,Barranquilla,Cali,20,0940
1080,Barranquilla,Cali,1,0914
1081,Bogotá,Barranquilla,2,2143
1082,Barranquilla,Cartagena,3,2300
1083,Barranquilla,Cali,4,1849
1084,Bogotá,Cartagena,5,0906
1085,Cartagena,Medellin,6,1535
1086,Cartagena,Medellin,7,0014
1087,Barranquilla,Cali,8,0624
1088,Medellin,Cartagena,9,0241
1089,Cartagena,Bogotá,10,1019
1090,Barranquilla,Cartagena,11,1326
1091,Cartagena,Medellin,12,0834
1092,Medellin,Cartagena,13,0713
1093,Cali,Cali,14,1220
1094,Cali,Medellin,15,0305
1095,Cali,Bogotá,16,1150
1096,Bogotá,Bogotá,17,0559
1097,Bogotá,Bogotá,18,0918
1098,Cali,Cartagena,19,0034
1099,Bogotá,Cartagena,20,1622
1100,Cartagena,Barranquilla,1,0234
1101,Bogotá,Cali,2,0921
1102,Barranquilla,Barranquilla,3,0518
1103,Medellin,Medellin,4,1640
1104,Cali,Cali,5,0525
1105,Medellin,Medellin,6,1632
1106,Barranquilla,Bogotá,7,1405
1107,Medellin,Barranquilla,8,1841
1108,Barranquilla,Cali,9,0812
1109,Cartagena,Bogotá,10,1723
1110,Medellin,Barranquilla,11,0928
1111,Bogotá,Medellin,12,1037
1112,Bogotá,Barranquilla,13,0905
1113,Bogotá,Medellin,14,1045
1114,Barranquilla,Cartagena,15,1436
1115,Medellin,Medellin,16,0424
1116,Cartagena,Barranquilla,17,1945
1117,Cali,Medellin,18,2000
1118,Cali,Medellin,19,1656
1119,Barranquilla,Cartagena,20,0309
1120,Bogotá,Medellin,1,0650
1121,Barranquilla,Cartagena,2,1940
1122,Barranquilla,Bogotá,3,0801
1123,Cali,Medellin,4,0502
1124,Bogotá,Cali,5,0522
1125,Cartagena,Cali,6,0131
1126,Cartagena,Medellin,7,0229
1127,Cartagena,Bogotá,8,0406
1128,Medellin,Bogotá,9,1348
1129,Cali,Cali,10,0222
1130,Medellin,Bogotá,11,1304
1131,Cartagena,Cali,12,0206
1132,Cali,Bogotá,13,1556
1133,Medellin,Cartagena,14,2044
1134,Bogotá,Medellin,15,0024
1135,Medellin,Medellin,16,0329
1136,Medellin,Cartagena,17,0317
1137,Barranquilla,Cartagena,18,0346
1138,Barranquilla,Bogotá,19,1919
1139,Medellin,Bogotá,20,1103
1140,Medellin,Cali,1,0041
1141,Medellin,Medellin,2,0413
1142,Cali,Bogotá,3,0058
1143,Cali,Bogotá,4,1641
1144,Bogotá,Cartagena,5,1727
1145,Barranquilla,Medellin,6,1323
1146,Barranquilla,Bogotá,7,2009
1147,Barranquilla,Bogotá,8,2259
1148,Barranquilla,Barranquilla,9,2103
1149,Cartagena,Medellin,10,0433
1150,Barranquilla,Cali,11,1103
1151,Barranquilla,Barranquilla,12,2242
1152,Cali,Barranquilla,13,0638
1153,Barranquilla,Medellin,14,1318
1154,Barranquilla,Bogotá,15,0507
1155,Barranquilla,Bogotá,16,1846
1156,Cartagena,Medellin,17,2258
1157,Cartagena,Bogotá,18,0853
1158,Medellin,Barranquilla,19,1012
1159,Barranquilla,Cali,20,2005
1160,Cali,Cali,1,0717
1161,Cartagena,Medellin,2,0355
1162,Bogotá,Bogotá,3,0057
1163,Cartagena,Medellin,4,1229
1164,Cartagena,Bogotá,5,0202
1165,Medellin,Cali,6,0153
1166,Cali,Bogotá,7,1059
1167,Cartagena,Bogotá,8,1632
1168,Bogotá,Cali,9,0559
1169,Medellin,Medellin,10,1147
1170,Cali,Bogotá,11,2106
1171,Cartagena,Bogotá,12,2120
1172,Cartagena,Cali,13,0147
1173,Medellin,Cali,14,1255
1174,Cartagena,Cartagena,15,1514
1175,Bogotá,Cartagena,16,1810
1176,Barranquilla,Barranquilla,17,1427
1177,Cali,Bogotá,18,2001
1178,Cartagena,Bogotá,19,2303
1179,Cali,Bogotá,20,0129
1180,Bogotá,Cali,1,0020
1181,Cali,Barranquilla,2,1658
1182,Barranquilla,Medellin,3,0719
1183,Bogotá,Medellin,4,0453
1184,Bogotá,Medellin,5,0448
1185,Barranquilla,Bogotá,6,0345
1186,Medellin,Bogotá,7,1204
1187,Cartagena,Bogotá,8,0511
1188,Barranquilla,Bogotá,9,2251
1189,Cali,Cali,10,2134
1190,Cartagena,Cartagena,11,1350
1191,Medellin,Barranquilla,12,2047
1192,Cali,Cali,13,1508
1193,Cali,Bogotá,14,0123
1194,Barranquilla,Medellin,15,2243
1195,Cali,Cali,16,0424
1196,Bogotá,Cali,17,0525
1197,Barranquilla,Cartagena,18,1614
1198,Bogotá,Cartagena,19,0749
1199,Barranquilla,Cartagena,20,0102
1200,Cartagena,Barranquilla,1,0740
1201,Cali,Cartagena,2,1158
1202,Barranquilla,Cartagena,3,1515
1203,Barranquilla,Medellin,4,1334
1204,Bogotá,Bogotá,5,0021
1205,Bogotá,Cartagena,6,0928
1206,Cali,Medellin,7,0316
1207,Cali,Bogotá,8,2111
1208,Barranquilla,Cartagena,9,0001
1209,Cartagena,Cali,10,1740
1210,Bogotá,Barranquilla,11,2344
1211,Cali,Cartagena,12,2251
1212,Cali,Barranquilla,13,0634
1213,Medellin,Bogotá,14,0420
1214,Medellin,Cartagena,15,0536
1215,Cali,Barranquilla,16,1629
1216,Bogotá,Cali,17,2313
1217,Cali,Medellin,18,2306
1218,Cartagena,Bogotá,19,0701
1219,Cali,Bogotá,20,0829
1220,Cali,Barranquilla,1,1008
1221,Bogotá,Cartagena,2,1041
1222,Cali,Cartagena,3,2351
1223,Barranquilla,Medellin,4,0912
1224,Cartagena,Cartagena,5,2306
1225,Cali,Medellin,6,1419
1226,Cali,Barranquilla,7,0139
1227,Cali,Cali,8,0828
1228,Cartagena,Bogotá,9,0532
1229,Barranquilla,Barranquilla,10,1754
1230,Bogotá,Barranquilla,11,1747
1231,Bogotá,Cali,12,1311
1232,Barranquilla,Cali,13,0222
1233,Bogotá,Cartagena,14,1646
1234,Cali,Cartagena,15,0239
1235,Cartagena,Barranquilla,16,0814
1236,Barranquilla,Medellin,17,0223
1237,Cartagena,Cali,18,1802
1238,Bogotá,Medellin,19,0114
1239,Cartagena,Bogotá,20,0906
1240,Cali,Medellin,1,0648
1241,Cartagena,Cartagena,2,1344
1242,Medellin,Cali,3,1800
1243,Medellin,Medellin,4,0337
1244,Barranquilla,Cali,5,0541
1245,Barranquilla,Medellin,6,0819
1246,Bogotá,Barranquilla,7,2352
1247,Cartagena,Cartagena,8,1139
1248,Medellin,Bogotá,9,2020
1249,Cartagena,Medellin,10,0020
1250,Barranquilla,Cartagena,11,1043
1251,Barranquilla,Cali,12,0214
1252,Cartagena,Barranquilla,13,0429
1253,Cali,Bogotá,14,1634
1254,Cali,Barranquilla,15,0822
1255,Medellin,Cali,16,0749
1256,Barranquilla,Cartagena,17,1746
1257,Cali,Bogotá,18,0213
1258,Cali,Barranquilla,19,0152
1259,Bogotá,Bogotá,20,1844
1260,Bogotá,Barranquilla,1,1427
1261,Cartagena,Bogotá,2,0521
1262,Bogotá,Cali,3,1007
1263,Medellin,Bogotá,4,1723
1264,Bogotá,Bogotá,5,0903
1265,Cartagena,Cali,6,0301
1266,Barranquilla,Medellin,7,1206
1267,Bogotá,Barranquilla,8,2250
1268,Medellin,Cali,9,1500
1269,Barranquilla,Barranquilla,10,0800
1270,Cali,Barranquilla,11,1527
1271,Cartagena,Cali,12,1332
1272,Barranquilla,Bogotá,13,1137
1273,Medellin,Cali,14,1729
1274,Barranquilla,Bogotá,15,0337
1275,Barranquilla,Cali,16,0222
1276,Cali,Bogotá,17,1757
1277,Medellin,Cartagena,18,0929
1278,Bogotá,Cali,19,1006
1279,Cartagena,Barranquilla,20,2330
1280,Bogotá,Barranquilla,1,1931
1281,Barranquilla,Barranquilla,2,0122
1282,Medellin,Medellin,3,1217
1283,Medellin,Cartagena,4,0709
1284,Bogotá,Cartagena,5,1928
1285,Cartagena,Cartagena,6,0311
1286,Cali,Barranquilla,7,1827
1287,Barranquilla,Barranquilla,8,1407
1288,Barranquilla,Barranquilla,9,1222
1289,Cali,Medellin,10,1747
1290,Bogotá,Cali,11,0747
1291,Barranquilla,Medellin,12,1153
1292,Cartagena,Bogotá,13,1340
1293,Medellin,Medellin,14,2131
1294,Barranquilla,Barranquilla,15,1349
1295,Medellin,Barranquilla,16,0839
1296,Barranquilla,Barranquilla,17,0603
1297,Bogotá,Cartagena,18,1229
1298,Medellin,Barranquilla,19,1340
1299,Cartagena,Barranquilla,20,1323
1300,Medellin,Cali,1,0705
1301,Barranquilla,Bogotá,2,0802
1302,Cartagena,Barranquilla,3,2027
1303,Cartagena,Cartagena,4,1318
1304,Medellin,Bogotá,5,1548
1305,Cali,Bogotá,6,1917
1306,Bogotá,Cartagena,7,1908
1307,Medellin,Cali,8,1906
1308,Medellin,Cartagena,9,0231
1309,Cartagena,Cartagena,10,1316
1310,Cartagena,Cali,11,2336
1311,Bogotá,Bogotá,12,1626
1312,Cartagena,Medellin,13,2048
1313,Medellin,Cartagena,14,2004
1314,Bogotá,Cartagena,15,1350
1315,Bogotá,Cartagena,16,2129
1316,Barranquilla,Medellin,17,1343
1317,Cali,Bogotá,18,1924
1318,Medellin,Medellin,19,1343
1319,Medellin,Barranquilla,20,0226
1320,Bogotá,Cali,1,0020
1321,Cali,Medellin,2,1157
1322,Cali,Cartagena,3,1106
1323,Cali,Barranquilla,4,1318
1324,Bogotá,Medellin,5,1202
1325,Cali,Bogotá,6,0459
1326,Barranquilla,Cali,7,0049
1327,Barranquilla,Cartagena,8,1040
1328,Cali,Cali,9,1729
1329,Barranquilla,Barranquilla,10,0943
1330,Medellin,Medellin,11,0527
1331,Medellin,Medellin,12,0411
1332,Cali,Bogotá,13,2051
1333,Cartagena,Medellin,14,1427
1334,Medellin,Bogotá,15,0505
1335,Medellin,Cartagena,16,1041
1336,Bogotá,Cali,17,0618
1337,Cartagena,Medellin,18,2257
1338,Cali,Cartagena,19,1530
1339,Cartagena,Cartagena,20,0728
1340,Medellin,Bogotá,1,1724
1341,Cartagena,Bogotá,2,0908
1342,Barranquilla,Cali,3,2216
1343,Bogotá,Cartagena,4,0519
1344,Cali,Cali,5,0041
1345,Cali,Cali,6,0924
1346,Cartagena,Barranquilla,7,1035
1347,Medellin,Cartagena,8,0919
1348,Cartagena,Cali,9,0233
1349,Medellin,Cali,10,0153
1350,Barranquilla,Cali,11,0035
1351,Medellin,Cali,12,2218
1352,Cartagena,Medellin,13,1638
1353,Bogotá,Cartagena,14,2025
1354,Cartagena,Cali,15,0330
1355,Bogotá,Cartagena,16,1254
1356,Cartagena,Bogotá,17,2050
1357,Barranquilla,Medellin,18,0204
1358,Cartagena,Bogotá,19,0351
1359,Cali,Bogotá,20,0939
1360,Cali,Cartagena,1,0152
1361,Medellin,Cali,2,0528
1362,Cali,Bogotá,3,0337
1363,Cali,Bogotá,4,0753
1364,Barranquilla,Medellin,5,1929
1365,Medellin,Barranquilla,6,0730
1366,Barranquilla,Cali,7,0652
1367,Medellin,Barranquilla,8,0009
1368,Cali,Cali,9,1516
1369,Cali,Cartagena,10,1732
1370,Cartagena,Bogotá,11,0300
1371,Cali,Bogotá,12,0004
1372,Barranquilla,Bogotá,13,0156
1373,Bogotá,Cali,14,0218
1374,Medellin,Medellin,15,0523
1375,Bogotá,Bogotá,16,2325
1376,Medellin,Cali,17,1834
1377,Bogotá,Cartagena,18,0232
1378,Cartagena,Medellin,19,2247
1379,Cali,Medellin,20,1527
1380,Barranquilla,Bogotá,1,0228
1381,Barranquilla,Cartagena,2,0429
1382,Bogotá,Bogotá,3,1353
1383,Medellin,Bogotá,4,0833
1384,Bogotá,Bogotá,5,2205
1385,Bogotá,Cali,6,0802
1386,Bogotá,Medellin,7,0702
1387,Cartagena,Medellin,8,1159
1388,Cartagena,Medellin,9,0817
1389,Barranquilla,Cali,10,0130
1390,Barranquilla,Barranquilla,11,0644
1391,Cartagena,Bogotá,12,1038
1392,Cartagena,Medellin,13,2330
1393,Barranquilla,Cartagena,14,1800
1394,Cartagena,Cali,15,1654
1395,Medellin,Cartagena,16,2331
1396,Cartagena,Cali,17,0210
1397,Cali,Cali,18,1111
1398,Cartagena,Cartagena,19,0028
1399,Cartagena,Cali,20,1502
1400,Bogotá,Cali,1,0101
1401,Medellin,Bogotá,2,0307
1402,Medellin,Barranquilla,3,1430
1403,Cali,Cartagena,4,0457
1404,Cartagena,Bogotá,5,2309
1405,Cali,Barranquilla,6,1953
1406,Cali,Cartagena,7,2030
1407,Cartagena,Cartagena,8,2342
1408,Medellin,Medellin,9,1333
1409,Barranquilla,Medellin,10,1413
1410,Barranquilla,Cali,11,2034
1411,Medellin,Cartagena,12,0156
1412,Barranquilla,Medellin,13,1545
1413,Barranquilla,Bogotá,14,2109
1414,Medellin,Cartagena,15,1135
1415,Barranquilla,Bogotá,16,0924
1416,Cartagena,Cali,17,1036
1417,Medellin,Cartagena,18,1636
1418,Barranquilla,Bogotá,19,0652
1419,Bogotá,Cali,20,2000
1420,Barranquilla,Cartagena,1,1412
1421,Barranquilla,Bogotá,2,1934
1422,Bogotá,Cartagena,3,1648
1423,Cali,Cartagena,4,1820
1424,Barranquilla,Medellin,5,2036
1425,Bogotá,Barranquilla,6,1538
1426,Medellin,Bogotá,7,2130
1427,Cartagena,Medellin,8,2355
1428,Cartagena,Medellin,9,0246
1429,Barranquilla,Cartagena,10,1954
1430,Medellin,Cali,11,1049
1431,Cali,Bogotá,12,0534
1432,Medellin,Barranquilla,13,1138
1433,Barranquilla,Cartagena,14,0607
1434,Barranquilla,Medellin,15,1641
1435,Medellin,Barranquilla,16,1651
1436,Bogotá,Bogotá,17,2203
1437,Cartagena,Barranquilla,18,0405
1438,Bogotá,Medellin,19,1012
1439,Cartagena,Medellin,20,0001
1440,Barranquilla,Cali,1,0328
1441,Barranquilla,Bogotá,2,1641
1442,Bogotá,Barranquilla,3,1110
1443,Cali,Bogotá,4,0123
1444,Cali,Cali,5,2315
1445,Cartagena,Cali,6,1250
1446,Barranquilla,Cali,7,1527
1447,Barranquilla,Barranquilla,8,2334
1448,Cartagena,Cali,9,1627
1449,Cali,Bogotá,10,2341
1450,Barranquilla,Cali,11,2249
1451,Barranquilla,Medellin,12,0720
1452,Cartagena,Bogotá,13,0723
1453,Cartagena,Medellin,14,0204
1454,Cartagena,Bogotá,15,0754
1455,Cali,Barranquilla,16,0452
1456,Bogotá,Cartagena,17,1458
1457,Barranquilla,Cartagena,18,0537
1458,Bogotá,Cartagena,19,0831
1459,Cartagena,Medellin,20,1951
1460,Cartagena,Cartagena,1,0445
1461,Bogotá,Cali,2,1748
1462,Cartagena,Cartagena,3,2146
1463,Barranquilla,Bogotá,4,0551
1464,Cartagena,Cartagena,5,2214
1465,Cali,Barranquilla,6,0240
1466,Bogotá,Cartagena,7,0019
1467,Cali,Medellin,8,0436
1468,Cali,Bogotá,9,0434
1469,Cali,Barranquilla,10,0111
1470,Medellin,Cartagena,11,0906
1471,Cali,Cali,12,1201
1472,Barranquilla,Bogotá,13,2155
1473,Cartagena,Cali,14,2340
1474,Cali,Cali,15,1635
1475,Cartagena,Barranquilla,16,2259
1476,Medellin,Cali,17,0416
1477,Bogotá,Barranquilla,18,1501
1478,Cartagena,Bogotá,19,1813
1479,Cali,Barranquilla,20,2039
1480,Cartagena,Cali,1,1005
1481,Barranquilla,Cali,2,0730
1482,Cali,Barranquilla,3,0237
1483,Medellin,Medellin,4,1307
1484,Cali,Cali,5,0153
1485,Medellin,Cartagena,6,0614
1486,Cali,Medellin,7,2041
1487,Barranquilla,Cali,8,0234
1488,Bogotá,Barranquilla,9,1233
1489,Cartagena,Bogotá,10,0959
1490,Cali,Barranquilla,11,1204
1491,Cartagena,Barranquilla,12,0113
1492,Barranquilla,Barranquilla,13,2323
1493,Cali,Medellin,14,0847
1494,Cartagena,Medellin,15,1654
1495,Cali,Cali,16,1503
1496,Barranquilla,Barranquilla,17,1037
1497,Barranquilla,Bogotá,18,0047
1498,Barranquilla,Cali,19,2048
1499,Cali,Cartagena,20,1153
1500,Medellin,Cartagena,1,0613
1501,Barranquilla,Barranquilla,2,2321
1502,Medellin,Barranquilla,3,1327
1503,Barranquilla,Medellin,4,0534
1504,Barranquilla,Medellin,5,0915
1505,Barranquilla,Medellin,6,1701
1506,Cartagena,Cali,7,0257
1507,Cali,Barranquilla,8,1233
1508,Cartagena,Barranquilla,9,2343
1509,Cartagena,Bogotá,10,1911
1510,Barranquilla,Bogotá,11,0155
1511,Barranquilla,Barranquilla,12,0345
1512,Bogotá,Cartagena,13,0727
1513,Cali,Bogotá,14,1344
1514,Cartagena,Bogotá,15,1252
1515,Cali,Cali,16,1833
1516,Barranquilla,Bogotá,17,1022
1517,Medellin,Medellin,18,0635
1518,Bogotá,Medellin,19,2320
1519,Cali,Cartagena,20,0122
1520,Medellin,Cartagena,1,2311
1521,Medellin,Medellin,2,0350
1522,Medellin,Medellin,3,1510
1523,Bogotá,Cartagena,4,1109
1524,Barranquilla,Bogotá,5,0628
1525,Barranquilla,Cali,6,0136
1526,Cali,Bogotá,7,1230
1527,Barranquilla,Cali,8,1127
1528,Medellin,Barranquilla,9,2103
1529,Medellin,Bogotá,10,1154
1530,Medellin,Barranquilla,11,1700
1531,Cartagena,Barranquilla,12,0410
1532,Medellin,Cartagena,13,0625
1533,Cali,Cartagena,14,1242
1534,Barranquilla,Bogotá,15,1833
1535,Cali,Medellin,16,1923
1536,Bogotá,Cartagena,17,1422
1537,Cali,Medellin,18,0624
1538,Barranquilla,Medellin,19,0110
1539,Cali,Medellin,20,2221
1540,Medellin,Cali,1,1432
1541,Cartagena,Barranquilla,2,2116
1542,Medellin,Barranquilla,3,2022
1543,Cartagena,Cartagena,4,1206
1544,Bogotá,Medellin,5,0357
1545,Cartagena,Cartagena,6,1523
1546,Cali,Cali,7,1455
1547,Cali,Cali,8,0723
1548,Cartagena,Medellin,9,0340
1549,Bogotá,Medellin,10,0243
1550,Cartagena,Bogotá,11,2257
1551,Cartagena,Cartagena,12,0107
1552,Medellin,Barranquilla,13,0436
1553,Cartagena,Bogotá,14,0402
1554,Cali,Bogotá,15,1019
1555,Medellin,Medellin,16,2057
1556,Cali,Barranquilla,17,2009
1557,Cali,Cali,18,2221
1558,Bogotá,Bogotá,19,0256
1559,Cartagena,Cartagena,20,0525
1560,Medellin,Cartagena,1,1612
1561,Barranquilla,Medellin,2,0217
1562,Barranquilla,Cali,3,0141
1563,Cartagena,Barranquilla,4,0620
1564,Barranquilla,Cali,5,1818
1565,Barranquilla,Barranquilla,6,0232
1566,Bogotá,Cartagena,7,2143
1567,Bogotá,Bogotá,8,1432
1568,Cartagena,Cali,9,1459
1569,Medellin,Barranquilla,10,1704
1570,Cartagena,Bogotá,11,2351
1571,Bogotá,Cali,12,0736
1572,Barranquilla,Bogotá,13,1000
1573,Cartagena,Barranquilla,14,0205
1574,Cali,Cali,15,0048
1575,Barranquilla,Cartagena,16,2238
1576,Bogotá,Bogotá,17,1526
1577,Bogotá,Barranquilla,18,1552
1578,Bogotá,Cartagena,19,1326
1579,Barranquilla,Barranquilla,20,1315
1580,Bogotá,Barranquilla,1,0632
1581,Bogotá,Cartagena,2,0152
1582,Cartagena,Medellin,3,1715
1583,Cartagena,Cali,4,1038
1584,Barranquilla,Cartagena,5,1543
1585,Bogotá,Cali,6,0255
1586,Medellin,Bogotá,7,1107
1587,Cartagena,Barranquilla,8,0545
1588,Cali,Barranquilla,9,0424
1589,Barranquilla,Bogotá,10,1231
1590,Bogotá,Medellin,11,0230
1591,Barranquilla,Medellin,12,2328
1592,Cali,Cartagena,13,1443
1593,Bogotá,Medellin,14,0554
1594,Cali,Bogotá,15,1057
1595,Medellin,Barranquilla,16,1055
1596,Barranquilla,Bogotá,17,2108
1597,Barranquilla,Bogotá,18,0508
1598,Cartagena,Medellin,19,0449
1599,Medellin,Bogotá,20,0003
1600,Barranquilla,Cartagena,1,1948
1601,Medellin,Medellin,2,0306
1602,Bogotá,Cartagena,3,2325
1603,Barranquilla,Bogotá,4,0053
1604,Bogotá,Medellin,5,0805
1605,Cali,Cartagena,6,1551
1606,Cartagena,Cali,7,1714
1607,Cartagena,Bogotá,8,2023
1608,Cali,Cartagena,9,2036
1609,Cartagena,Cartagena,10,1112
1610,Medellin,Cartagena,11,1959
1611,Medellin,Cali,12,0512
1612,Medellin,Medellin,13,0107
1613,Bogotá,Cartagena,14,0317
1614,Cali,Barranquilla,15,1852
1615,Barranquilla,Cartagena,16,2217
1616,Cartagena,Medellin,17,0027
1617,Cali,Barranquilla,18,0736
1618,Cali,Cartagena,19,1731
1619,Cartagena,Cartagena,20,0402
1620,Medellin,Cartagena,1,1004
1621,Medellin,Cartagena,2,0416
1622,Cali,Cartagena,3,1527
1623,Cartagena,Medellin,4,1346
1624,Barranquilla,Cartagena,5,1429
1625,Cartagena,Cali,6,1703
1626,Cali,Cali,7,1748
1627,Cartagena,Medellin,8,0123
1628,Barranquilla,Cartagena,9,1814
1629,Cali,Barranquilla,10,1100
1630,Medellin,Cartagena,11,1149
1631,Medellin,Medellin,12,0353
1632,Bogotá,Barranquilla,13,0714
1633,Cartagena,Barranquilla,14,2002
1634,Bogotá,Cartagena,15,0045
1635,Cali,Cali,16,1659
1636,Cartagena,Medellin,17,0040
1637,Cali,Medellin,18,2242
1638,Medellin,Barranquilla,19,0724
1639,Bogotá,Barranquilla,20,1852
1640,Barranquilla,Barranquilla,1,0355
1641,Bogotá,Bogotá,2,2201
1642,Bogotá,Barranquilla,3,0004
1643,Bogotá,Medellin,4,1955
1644,Bogotá,Medellin,5,1350
1645,Barranquilla,Cartagena,6,1949
1646,Cali,Medellin,7,1431
1647,Cartagena,Barranquilla,8,1629
1648,Bogotá,Cali,9,2017
1649,Cali,Cali,10,1809
1650,Bogotá,Cali,11,1437
1651,Cali,Cali,12,0205
1652,Cartagena,Bogotá,13,1350
1653,Barranquilla,Cartagena,14,0216
1654,Barranquilla,Medellin,15,1443
1655,Bogotá,Cali,16,1148
1656,Cartagena,Cartagena,17,1106
1657,Barranquilla,Medellin,18,0628
1658,Cali,Barranquilla,19,0243
1659,Barranquilla,Barranquilla,20,2134
1660,Cartagena,Barranquilla,1,1623
1661,Barranquilla,Cartagena,2,1858
1662,Bogotá,Cartagena,3,1205
1663,Cartagena,Cartagena,4,1308
1664,Medellin,Cartagena,5,0713
1665,Cali,Medellin,6,1041
1666,Barranquilla,Cali,7,2036
1667,Cartagena,Bogotá,8,0050
1668,Cartagena,Bogotá,9,0509
1669,Bogotá,Cartagena,10,1027
1670,Barranquilla,Cali,11,0736
1671,Medellin,Bogotá,12,0156
1672,Cartagena,Bogotá,13,1545
1673,Bogotá,Medellin,14,1236
1674,Bogotá,Cali,15,0724
1675,Cartagena,Bogotá,16,1345
1676,Cartagena,Barranquilla,17,0350
1677,Barranquilla,Cali,18,1635
1678,Cartagena,Medellin,19,0248
1679,Medellin,Cali,20,0605
1680,Cartagena,Bogotá,1,1236
1681,Barranquilla,Cali,2,1545
1682,Cartagena,Medellin,3,1600
1683,Bogotá,Bogotá,4,0355
1684,Barranquilla,Barranquilla,5,0956
1685,Cartagena,Medellin,6,0206
1686,Medellin,Barranquilla,7,0435
1687,Barranquilla,Bogotá,8,0129
1688,Cartagena,Barranquilla,9,0837
1689,Barranquilla,Cali,10,0540
1690,Medellin,Bogotá,11,0528
1691,Bogotá,Cali,12,0845
1692,Bogotá,Barranquilla,13,0346
1693,Bogotá,Medellin,14,0755
1694,Bogotá,Barranquilla,15,2027
1695,Cartagena,Cali,16,1151
1696,Cali,Bogotá,17,2219
1697,Cartagena,Barranquilla,18,0026
1698,Medellin,Bogotá,19,1902
1699,Cali,Cali,20,0258
1700,Bogotá,Bogotá,1,0128
1701,Barranquilla,Cartagena,2,0225
1702,Cali,Cartagena,3,1711
1703,Cali,Cali,4,2302
1704,Barranquilla,Bogotá,5,0333
1705,Medellin,Medellin,6,0728
1706,Cali,Bogotá,7,1214
1707,Cali,Bogotá,8,0500
1708,Cali,Medellin,9,1706
1709,Barranquilla,Bogotá,10,1805
1710,Cartagena,Barranquilla,11,0746
1711,Medellin,Barranquilla,12,1458
1712,Bogotá,Bogotá,13,0017
1713,Bogotá,Bogotá,14,0207
1714,Cali,Barranquilla,15,0344
1715,Bogotá,Bogotá,16,1503
1716,Barranquilla,Medellin,17,0556
1717,Bogotá,Bogotá,18,1652
1718,Cali,Barranquilla,19,1147
1719,Barranquilla,Cali,20,0659
1720,Cartagena,Medellin,1,0728
1721,Bogotá,Barranquilla,2,1616
1722,Cali,Cartagena,3,1437
1723,Cali,Barranquilla,4,2037
1724,Barranquilla,Cartagena,5,0737
1725,Medellin,Cali,6,1446
1726,Barranquilla,Barranquilla,7,0553
1727,Cali,Medellin,8,2209
1728,Cali,Medellin,9,0410
1729,Barranquilla,Medellin,10,1657
1730,Cali,Cali,11,2209
1731,Medellin,Medellin,12,0705
1732,Cali,Medellin,13,1347
1733,Bogotá,Bogotá,14,1158
1734,Cali,Medellin,15,1907
1735,Cali,Cartagena,16,2326
1736,Medellin,Cartagena,17,1313
1737,Cali,Medellin,18,1223
1738,Bogotá,Barranquilla,19,1208
1739,Bogotá,Barranquilla,20,1314
1740,Medellin,Cartagena,1,2022
1741,Barranquilla,Bogotá,2,1315
1742,Bogotá,Medellin,3,0813
1743,Bogotá,Cartagena,4,0640
1744,Barranquilla,Medellin,5,0903
1745,Bogotá,Medellin,6,2229
1746,Barranquilla,Medellin,7,1404
1747,Bogotá,Cali,8,0345
1748,Bogotá,Cartagena,9,1800
1749,Barranquilla,Barranquilla,10,2224
1750,Cali,Cartagena,11,1548
1751,Cali,Cali,12,1459
